,Unnamed: 0,dyn,ip_x,REG_RDI,REG_RSI,REG_RBP,REG_RSP,REG_RDX,REG_RCX,REG_RAX,REG_RFLAGS,REG_RIP,memread_addr_1,read_size_1,mem_val_1,displacement_1,base_reg_1,index_reg_1,scale_1,memwrite_addr,read_size,mem_val,displacement,base_reg,index_reg,scale, prop_his,num,ip_y,reg,left,right,result
7148,7148,2320490,4204006,30520546,0.0,140731406239840,140731406239648,37,25211322.0,4294967290.0,646,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1979386,4204006,25,2320490,2320490,2
7149,7149,2320528,4204025,30520546,0.0,140731406239840,140731406239648,25212281,25212281.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,795235,4204025,8,2320528,2320528,2
7150,7150,2320550,4204108,30520546,0.0,140731406239840,140731406239648,36,25211322.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2400951,4204108,4,2320549,2320550,4
7151,7151,2320995,4204056,30520546,37.0,140731406239840,140731406239648,25212773,25212772.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212772,4294967184,5,0,1,1536,795304,4204056,8,2320995,2320995,2
7152,7152,2321515,4204022,30520546,0.0,140731406239840,140731406239648,19,25212347.0,0.0,642,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1262765,4204022,9,2321515,2321515,2
7153,7153,2322549,4204003,30520546,0.0,140731406239840,140731406239648,36,25211322.0,8.0,514,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1760520,4204003,10,2322549,2322549,3
7154,7154,2322916,4204074,130396,4.0,140731406239840,140731406239648,167,25211318.0,1.8446744073709552e+19,663,4204074,25211151,1,97,0,9,10,1,0,0,0,0,0,0,0,53248,1760581,4204074,10,2322916,2322916,4
7155,7155,2323165,4204046,292621,37.0,140731406239840,140731406239648,25211941,25212607.0,0.0,514,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1263006,4204046,9,2323165,2323165,2
7156,7156,2323705,4204090,6457,0.0,140731406239840,140731406239648,37,25211318.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2401485,4204090,4,2323704,2323705,3
7157,7157,2324099,4204039,2568343,165.0,140731406239840,140731406239648,25211987,25211986.0,0.0,518,4204039,0,0,0,0,0,0,0,140731406239760,4,166,4294967216,5,0,1,96,2401554,4204039,4,2324099,2324099,3
7158,7158,2324319,4204032,2666353,0.0,140731406239840,140731406239648,25212012,25212011.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25212011,4294967200,5,0,1,24,795781,4204032,8,2324319,2324319,2
7159,7159,2324426,4204049,2666353,167.0,140731406239840,140731406239648,25212643,25212643.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,795797,4204049,8,2324426,2324426,2
7160,7160,2324505,4204090,22929,3298.0,140731406239840,140731406239648,167,25211318.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,325719,4204090,3,2324505,2324505,4
7161,7161,2324641,4204090,32223,700.0,140731406239840,140731406239648,164,25211318.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,325739,4204090,3,2324641,2324641,3
7162,7162,2325061,4204071,8189961,44.0,140731406239840,140731406239648,166,25211318.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,795890,4204071,8,2325061,2325061,3
7163,7163,2325234,4204081,100,200.0,140731406239840,140731406239648,164,25211318.0,1.8446744073709552e+19,514,4204081,0,0,0,0,0,0,0,140731406239756,4,594,4294967212,5,0,1,196608,2401748,4204081,4,2325234,2325234,3
7164,7164,2325317,4204071,10072972,8.0,140731406239840,140731406239648,37,25211318.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1760955,4204071,10,2325304,2325317,3
7165,7165,2325653,4204056,15356754,166.0,140731406239840,140731406239648,25212679,25212678.0,0.0,514,4204056,0,0,0,0,0,0,0,140731406239728,8,25212678,4294967184,5,0,1,1536,795975,4204056,8,2325653,2325653,2
7166,7166,2325691,4204071,15816906,16.0,140731406239840,140731406239648,166,25211318.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1761010,4204071,10,2325678,2325691,4
7167,7167,2325993,4204110,16260250,0.0,140731406239840,140731406239648,107,25211318.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,16260250,4294967156,5,0,1,67108872,325932,4204110,3,2325993,2325993,3
7168,7168,2326432,4204036,23744419,0.0,140731406239840,140731406239648,25212148,25212147.0,0.0,514,4204036,25212147,1,39,0,9,0,1,0,0,0,0,0,0,0,34,1263482,4204036,9,2326430,2326432,2
7169,7169,2326464,4204025,23744419,0.0,140731406239840,140731406239648,25212148,25212148.0,0.0,646,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,796089,4204025,8,2326464,2326464,2
7170,7170,2326659,4204119,29632686,1241856.0,140731406239840,140731406239648,168,25211318.0,2.0,514,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1761161,4204119,10,2326659,2326659,3
7171,7171,2326792,4204108,31471390,164000.0,140731406239840,140731406239648,164,25211318.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2402015,4204108,4,2326791,2326792,4
7172,7172,2327086,4204124,33001194,1301256.0,140731406239840,140731406239648,159,25211318.0,0.0,599,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967295,4294967228,5,0,1,536870913,1761229,4204124,10,2327086,2327086,3
7173,7173,2327173,4204071,35535630,73.0,140731406239840,140731406239648,160,25211318.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,796194,4204071,8,2327173,2327173,3
7174,7174,2327526,4204049,38570630,41.0,140731406239840,140731406239648,25212731,25212731.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,796243,4204049,8,2327526,2327526,2
7175,7175,2328274,4204108,38570630,0.0,140731406239840,140731406239648,37,25211318.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,326256,4204108,3,2328274,2328274,4
7176,7176,2328651,4204056,38570630,37.0,140731406239840,140731406239648,25212764,25212763.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212763,4294967184,5,0,1,1536,796406,4204056,8,2328651,2328651,2
7177,7177,2328826,4204074,38570630,13.0,140731406239840,140731406239648,38,25211318.0,1.8446744073709552e+19,659,4204074,25211280,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1761498,4204074,10,2328826,2328826,3
7178,7178,2329326,4204092,233950,0.0,140731406239840,140731406239648,38,25211318.0,1.8446744073709552e+19,518,4204092,0,0,0,0,0,0,0,140731406239764,4,233950,4294967220,5,0,1,3145736,326405,4204092,3,2329326,2329326,4
7179,7179,2329424,4204081,0,0.0,140731406239840,140731406239648,37,25211318.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2402462,4204081,4,2329424,2329424,3
7180,7180,2329802,4204025,38570630,0.0,140731406239840,140731406239648,25212357,25212357.0,0.0,659,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,796570,4204025,8,2329802,2329802,2
7181,7181,2330194,4204025,38570630,0.0,140731406239840,140731406239648,25212387,25212387.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,796626,4204025,8,2330194,2330194,2
7182,7182,2330404,4204049,38570630,38.0,140731406239840,140731406239648,25212813,25212813.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,796658,4204049,8,2330404,2330404,2
7183,7183,2330625,4204078,0,0.0,140731406239840,140731406239648,37,25211321.0,1.8446744073709552e+19,663,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2402661,4204078,4,2330621,2330625,3
7184,7184,2330783,4204032,0,0.0,140731406239840,140731406239648,25211913,25211912.0,0.0,518,4204032,0,0,0,0,0,0,0,140731406239744,8,25211912,4294967200,5,0,1,24,796711,4204032,8,2330783,2330783,2
7185,7185,2331012,4204124,347792,16700.0,140731406239840,140731406239648,167,25211321.0,5.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,4,4294967228,5,0,1,536870913,1761840,4204124,10,2331012,2331012,3
7186,7186,2331991,4204090,14947,1600.0,140731406239840,140731406239648,167,25211321.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,326779,4204090,3,2331991,2331991,4
7187,7187,2331996,4204108,2481323,267200.0,140731406239840,140731406239648,167,25211321.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,326781,4204108,3,2331996,2331996,3
7188,7188,2332231,4204032,3141850,0.0,140731406239840,140731406239648,25212011,25212010.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25212010,4294967200,5,0,1,24,796919,4204032,8,2332231,2332231,2
7189,7189,2332247,4204090,18923,0.0,140731406239840,140731406239648,39,25211321.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2402939,4204090,4,2332246,2332247,3
7190,7190,2332309,4204071,3141850,13.0,140731406239840,140731406239648,38,25211321.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,796932,4204071,8,2332309,2332309,3
7191,7191,2332395,4204003,3609450,467600.0,140731406239840,140731406239648,167,25211321.0,4294967295.0,646,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1762057,4204003,10,2332395,2332395,3
7192,7192,2332498,4204006,5333840,567800.0,140731406239840,140731406239648,167,25211321.0,2.0,659,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1979774,4204006,25,2332498,2332498,2
7193,7193,2332931,4204039,7219330,164.0,140731406239840,140731406239648,25212050,25212049.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,166,4294967216,5,0,1,96,2403056,4204039,4,2332931,2332931,4
7194,7194,2332999,4204039,8982758,166.0,140731406239840,140731406239648,25212052,25212051.0,0.0,514,4204039,0,0,0,0,0,0,0,140731406239760,4,166,4294967216,5,0,1,96,2403068,4204039,4,2332999,2332999,4
7195,7195,2333325,4204046,11729723,39.0,140731406239840,140731406239648,25212080,25212669.0,0.0,530,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1264487,4204046,9,2333325,2333325,2
7196,7196,2333588,4204006,17412245,986040.0,140731406239840,140731406239648,166,25211321.0,3.0,663,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1979809,4204006,25,2333588,2333588,2
7197,7197,2333672,4204074,18595493,16.0,140731406239840,140731406239648,164,25211321.0,1.8446744073709552e+19,663,4204074,25211157,1,97,0,9,10,1,0,0,0,0,0,0,0,53248,1762253,4204074,10,2333672,2333672,3
7198,7198,2333905,4204110,19025009,0.0,140731406239840,140731406239648,40,25211321.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,19025009,4294967156,5,0,1,67108872,327052,4204110,3,2333905,2333905,4
7199,7199,2334383,4204056,27717872,39.0,140731406239840,140731406239648,25212700,25212699.0,0.0,514,4204056,0,0,0,0,0,0,0,140731406239728,8,25212699,4294967184,5,0,1,1536,797230,4204056,8,2334383,2334383,2
7200,7200,2334742,4204124,36741870,318160.0,140731406239840,140731406239648,164,25211321.0,6.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,5,4294967228,5,0,1,536870913,1762419,4204124,10,2334742,2334742,4
7201,7201,2335188,4204074,42546474,53.0,140731406239840,140731406239648,162,25211321.0,1.8446744073709552e+19,659,4204074,25211159,1,93,0,9,10,1,0,0,0,0,0,0,0,53248,1264760,4204074,9,2335186,2335188,2
7202,7202,2335672,4204036,44403405,0.0,140731406239840,140731406239648,25212223,25212222.0,0.0,518,4204036,25212222,1,77,0,9,0,1,0,0,0,0,0,0,0,34,1264829,4204036,9,2335670,2335672,2
7203,7203,2335783,4204071,44403405,16.0,140731406239840,140731406239648,87,25211321.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1762580,4204071,10,2335770,2335783,3
7204,7204,2336379,4204071,44403405,2.0,140731406239840,140731406239648,38,25211321.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,797519,4204071,8,2336379,2336379,4
7205,7205,2337158,4204049,44403405,38.0,140731406239840,140731406239648,25212778,25212778.0,0.0,514,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,797629,4204049,8,2337158,2337158,2
7206,7206,2337185,4204022,44403405,0.0,140731406239840,140731406239648,38,25212322.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1265049,4204022,9,2337185,2337185,2
7207,7207,2338335,4204119,44403405,0.0,140731406239840,140731406239648,39,25211321.0,2.0,514,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1762977,4204119,10,2338335,2338335,4
7208,7208,2338785,4204110,81087,49599.0,140731406239840,140731406239648,167,25211322.0,1.8446744073709552e+19,514,4204110,0,0,0,0,0,0,0,140731406239700,4,31488,4294967156,5,0,1,67108872,327742,4204110,3,2338785,2338785,3
7209,7209,2338886,4204108,213351,66132.0,140731406239840,140731406239648,167,25211322.0,1.8446744073709552e+19,514,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,327756,4204108,3,2338886,2338886,4
7210,7210,2339020,4204098,2271,0.0,140731406239840,140731406239648,165,25211322.0,1.8446744073709552e+19,514,4204098,140731406239760,4,165,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2404094,4204098,4,2339020,2339020,3
7211,7211,2339056,4204108,378285,0.0,140731406239840,140731406239648,167,25211322.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2404101,4204108,4,2339055,2339056,3
7212,7212,2339285,4204003,463293,85008.0,140731406239840,140731406239648,161,25211322.0,4294967294.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1763130,4204003,10,2339285,2339285,3
7213,7213,2339301,4204071,463293,8.0,140731406239840,140731406239648,167,25211322.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1763131,4204071,10,2339288,2339301,3
7214,7214,2339530,4204036,1327902,47232.0,140731406239840,140731406239648,25211955,25211954.0,0.0,518,4204036,25211954,1,164,0,9,0,1,0,0,0,0,0,0,0,34,1265391,4204036,9,2339528,2339530,2
7215,7215,2339561,4204022,1359390,31488.0,140731406239840,140731406239648,164,25211955.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1265395,4204022,9,2339561,2339561,2
7216,7216,2339872,4204098,12832,1881.0,140731406239840,140731406239648,167,25211322.0,1.8446744073709552e+19,530,4204098,140731406239760,4,167,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2404238,4204098,4,2339872,2339872,4
7217,7217,2340329,4204090,20617,1980.0,140731406239840,140731406239648,167,25211322.0,1.8446744073709552e+19,514,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2404315,4204090,4,2340328,2340329,4
7218,7218,2341119,4204056,12423741,164.0,140731406239840,140731406239648,25212665,25212664.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212664,4294967184,5,0,1,1536,798200,4204056,8,2341119,2341119,2
7219,7219,2341756,4204006,20622900,0.0,140731406239840,140731406239648,19,25212112.0,4294967289.0,642,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1980074,4204006,25,2341756,2341756,2
7220,7220,2342262,4204124,29944893,0.0,140731406239840,140731406239648,88,25211322.0,8.0,514,4204124,0,0,0,0,0,0,0,140731406239772,4,7,4294967228,5,0,1,536870913,1763589,4204124,10,2342262,2342262,4
7221,7221,2342828,4204074,39965268,4.0,140731406239840,140731406239648,39,25211322.0,1.8446744073709552e+19,659,4204074,25211283,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1265873,4204074,9,2342826,2342828,2
7222,7222,2342920,4204036,39965268,0.0,140731406239840,140731406239648,25212184,25212183.0,0.0,518,4204036,25212183,1,110,0,9,0,1,0,0,0,0,0,0,0,34,1265885,4204036,9,2342918,2342920,2
7223,7223,2343250,4204124,47866965,314127.0,140731406239840,140731406239648,167,25211322.0,6.0,518,4204124,0,0,0,0,0,0,0,140731406239772,4,5,4294967228,5,0,1,536870913,1763743,4204124,10,2343250,2343250,3
7224,7224,2343346,4204036,48014871,0.0,140731406239840,140731406239648,25212215,25212214.0,0.0,514,4204036,25212214,1,39,0,9,0,1,0,0,0,0,0,0,0,34,1265947,4204036,9,2343344,2343346,2
7225,7225,2343491,4204071,48014871,44.0,140731406239840,140731406239648,67,25211322.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,798541,4204071,8,2343491,2343491,3
7226,7226,2343525,4204071,48014871,60.0,140731406239840,140731406239648,67,25211322.0,0.0,514,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1763787,4204071,10,2343512,2343525,3
7227,7227,2343897,4204119,48014871,0.0,140731406239840,140731406239648,39,25211322.0,4294967289.0,518,4204119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268435505,1763846,4204119,10,2343897,2343897,3
7228,7228,2344083,4204056,48014871,38.0,140731406239840,140731406239648,25212749,25212748.0,0.0,518,4204056,0,0,0,0,0,0,0,140731406239728,8,25212748,4294967184,5,0,1,1536,798626,4204056,8,2344083,2344083,2
7229,7229,2344417,4204090,291162,0.0,140731406239840,140731406239648,37,25211322.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2405011,4204090,4,2344416,2344417,3
7230,7230,2344457,4204110,48014871,0.0,140731406239840,140731406239648,38,25211322.0,1.8446744073709552e+19,518,4204110,0,0,0,0,0,0,0,140731406239700,4,48014871,4294967156,5,0,1,67108872,328547,4204110,3,2344457,2344457,3
7231,7231,2345031,4204032,48014871,0.0,140731406239840,140731406239648,25212320,25212319.0,0.0,534,4204032,0,0,0,0,0,0,0,140731406239744,8,25212319,4294967200,5,0,1,24,798761,4204032,8,2345031,2345031,2
7232,7232,2345279,4204071,48014871,11.0,140731406239840,140731406239648,37,25211322.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,1764058,4204071,10,2345266,2345279,4
7233,7233,2345714,4204098,291162,0.0,140731406239840,140731406239648,37,25211322.0,1.8446744073709552e+19,518,4204098,140731406239760,4,37,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2405234,4204098,4,2345714,2345714,3
7234,7234,2345910,4204074,48014871,1.0,140731406239840,140731406239648,38,25211322.0,1.8446744073709552e+19,659,4204074,25211284,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1266323,4204074,9,2345908,2345910,2
7235,7235,2346121,4204032,48014871,0.0,140731406239840,140731406239648,25212389,25212388.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25212388,4294967200,5,0,1,24,798918,4204032,8,2346121,2346121,2
7236,7236,2346474,4204081,0,0.0,140731406239840,140731406239648,35,25211322.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2405364,4204081,4,2346474,2346474,3
7237,7237,2346635,4204003,0,0.0,140731406239840,140731406239648,39,25211320.0,4294967291.0,642,4204003,140731406239784,4,7,4294967240,5,0,1,0,0,0,0,0,0,0,3,1764275,4204003,10,2346635,2346635,3
7238,7238,2347170,4204036,396699,0.0,140731406239840,140731406239648,25211946,25211945.0,0.0,514,4204036,25211945,1,89,0,9,0,1,0,0,0,0,0,0,0,34,1266504,4204036,9,2347168,2347170,2
7239,7239,2347753,4204110,1559844,114345.0,140731406239840,140731406239648,165,25211320.0,1.8446744073709552e+19,534,4204110,0,0,0,0,0,0,0,140731406239700,4,1445499,4294967156,5,0,1,67108872,329012,4204110,3,2347753,2347753,4
7240,7240,2348343,4204090,24899,2772.0,140731406239840,140731406239648,167,25211320.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,329094,4204090,3,2348343,2348343,4
7241,7241,2348654,4204108,7406957,0.0,140731406239840,140731406239648,41,25211320.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,329141,4204108,3,2348654,2348654,4
7242,7242,2349519,4204032,19261362,1211800.0,140731406239840,140731406239648,25212089,25212088.0,0.0,514,4204032,0,0,0,0,0,0,0,140731406239744,8,25212088,4294967200,5,0,1,24,799407,4204032,8,2349519,2349519,2
7243,7243,2349808,4204025,21686130,0.0,140731406239840,140731406239648,25212115,25212115.0,0.0,642,4204025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,799447,4204025,8,2349808,2349808,2
7244,7244,2349850,4204060,21686130,169.0,140731406239840,140731406239648,25212686,25212685.0,0.0,514,4204060,25212685,1,34,0,9,0,1,0,0,0,0,0,0,0,2176,1266896,4204060,9,2349848,2349850,2
7245,7245,2349928,4204092,146657,7300.0,140731406239840,140731406239648,166,25211320.0,1.8446744073709552e+19,534,4204092,0,0,0,0,0,0,0,140731406239764,4,139357,4294967220,5,0,1,3145736,329320,4204092,3,2349928,2349928,3
7246,7246,2350242,4204124,31542263,0.0,140731406239840,140731406239648,36,25211320.0,8.0,514,4204124,0,0,0,0,0,0,0,140731406239772,4,7,4294967228,5,0,1,536870913,1764831,4204124,10,2350242,2350242,3
7247,7247,2350383,4204078,99,36.0,140731406239840,140731406239648,168,25211320.0,1.8446744073709552e+19,659,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,2406025,4204078,4,2350379,2350383,3
7248,7248,2351030,4204006,45508360,1281280.0,140731406239840,140731406239648,160,25211320.0,0.0,663,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1980373,4204006,25,2351030,2351030,2
7249,7249,2351260,4204108,51220752,0.0,140731406239840,140731406239648,91,25211320.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,329511,4204108,3,2351260,2351260,4
7250,7250,2351404,4204074,51220752,16.0,140731406239840,140731406239648,62,25211320.0,1.8446744073709552e+19,659,4204074,25211258,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1267123,4204074,9,2351402,2351404,2
7251,7251,2351474,4204081,0,0.0,140731406239840,140731406239648,67,25211320.0,1.8446744073709552e+19,518,4204081,0,0,0,0,0,0,0,140731406239756,4,0,4294967212,5,0,1,196608,2406212,4204081,4,2351474,2351474,3
7252,7252,2351686,4204108,51220752,0.0,140731406239840,140731406239648,87,25211320.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,329571,4204108,3,2351686,2351686,4
7253,7253,2352316,4204108,51220752,0.0,140731406239840,140731406239648,41,25211320.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2406359,4204108,4,2352315,2352316,4
7254,7254,2352379,4204022,51220752,0.0,140731406239840,140731406239648,19,25212283.0,0.0,642,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1267263,4204022,9,2352379,2352379,2
7255,7255,2352706,4204098,310896,0.0,140731406239840,140731406239648,38,25211320.0,1.8446744073709552e+19,514,4204098,140731406239760,4,38,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2406424,4204098,4,2352706,2352706,3
7256,7256,2353183,4204039,51220752,36.0,140731406239840,140731406239648,25212326,25212325.0,0.0,518,4204039,0,0,0,0,0,0,0,140731406239760,4,38,4294967216,5,0,1,96,2406504,4204039,4,2353183,2353183,3
7257,7257,2353772,4204006,51220752,0.0,140731406239840,140731406239648,37,25211320.0,3.0,663,4204006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1980461,4204006,25,2353772,2353772,2
7258,7258,2354112,4204074,51220752,2.0,140731406239840,140731406239648,37,25211320.0,1.8446744073709552e+19,663,4204074,25211283,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1267518,4204074,9,2354110,2354112,2
7259,7259,2354287,4204090,310896,0.0,140731406239840,140731406239648,38,25211320.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,2406693,4204090,4,2354286,2354287,3
7260,7260,2354524,4203922,7,476.0,140731406239840,140731406239648,25211917,0.0,0.0,514,4203922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49154,1267574,4203922,9,2354511,2354524,3
7261,7261,2355425,4204046,1288661,164.0,140731406239840,140731406239648,25211955,25212617.0,0.0,518,4204046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,1267708,4204046,9,2355425,2355425,2
7262,7262,2355832,4204098,14225,1843.0,140731406239840,140731406239648,167,25211318.0,1.8446744073709552e+19,530,4204098,140731406239760,4,167,4294967216,5,0,1,0,0,0,0,0,0,0,8388673,2406954,4204098,4,2355832,2355832,4
7263,7263,2356144,4204060,3558112,38.0,140731406239840,140731406239648,25212638,25212637.0,0.0,518,4204060,25212637,1,1,0,9,0,1,0,0,0,0,0,0,0,2176,1267813,4204060,9,2356142,2356144,2
7264,7264,2356240,4204036,3671505,113393.0,140731406239840,140731406239648,25212016,25212015.0,0.0,530,4204036,25212015,1,165,0,9,0,1,0,0,0,0,0,0,0,34,1267826,4204036,9,2356238,2356240,2
7265,7265,2356901,4204022,9982982,865755.0,140731406239840,140731406239648,165,25212053.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1267922,4204022,9,2356901,2356901,2
7266,7266,2357436,4204049,16902635,166.0,140731406239840,140731406239648,25212674,25212674.0,0.0,518,4204049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,800546,4204049,8,2357436,2357436,2
7267,7267,2357771,4204090,130045,0.0,140731406239840,140731406239648,107,25211318.0,1.8446744073709552e+19,518,4204090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835072,330429,4204090,3,2357771,2357771,3
7268,7268,2357780,4204124,21532535,0.0,140731406239840,140731406239648,107,25211318.0,4294967291.0,642,4204124,0,0,0,0,0,0,0,140731406239772,4,4294967290,4294967228,5,0,1,536870913,1766008,4204124,10,2357780,2357780,3
7269,7269,2357878,4204108,22386548,871002.0,140731406239840,140731406239648,166,25211318.0,1.8446744073709552e+19,518,4204108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33554438,2407303,4204108,4,2357877,2357878,4
7270,7270,2358208,4204074,31402775,4.0,140731406239840,140731406239648,40,25211318.0,1.8446744073709552e+19,663,4204074,25211278,1,0,0,9,10,1,0,0,0,0,0,0,0,53248,1766071,4204074,10,2358208,2358208,3
7271,7271,2358599,4204071,40421097,56.0,140731406239840,140731406239648,163,25211318.0,0.0,518,4204071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24577,800715,4204071,8,2358599,2358599,3
7272,7272,2359419,4204078,0,28.0,140731406239840,140731406239648,67,25211318.0,1.8446744073709552e+19,663,4204078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100352,330663,4204078,3,2359419,2359419,3
7273,7273,2360069,4204022,51484645,0.0,140731406239840,140731406239648,37,25212257.0,0.0,663,4204022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1268384,4204022,9,2360069,2360069,2
